nct_id,brief_title,phase,conditions,overall_status,enrollment_count,num_locations,num_countries,countries,start_date,primary_completion_date
NCT01104298,Doxorubicin vs. Trabectedin Plus Doxorubicin in Non Operable and/or Metastatic STS,PHASE2,Sarcoma,TERMINATED,115.0,20,1,Spain,2009-11,2012-12
NCT07077863,Transversus Abdominis Plane Block for Postoperative Pain Management in Gynaecological Cancer Surgery,,Peripheral Blocs,COMPLETED,100.0,1,1,Turkey (Türkiye),2024-01-01,2024-12-31
NCT01138163,Study of Bavituximab Plus Docetaxel in Patients With Locally Advanced or Metastatic Non-Squamous Non Small-Cell Lung Cancer,PHASE2,Non-small-cell Lung Cancer,COMPLETED,121.0,53,5,"Georgia, India, Russia, Ukraine, United States",2010-06,2012-10
NCT06882187,ALI in Cancer Patients,,Acute Limb Ischemia,NOT_YET_RECRUITING,40.0,0,0,,2025-05-01,2026-05-01
NCT06733987,Immunological Senescence Phenotype as a Resistance Profile to Pembrolizumab in Patients With Relapsed/Refractory Hodgkin's Lymphoma,,Hodgkin Lymphoma,RECRUITING,40.0,1,1,Italy,2024-08-01,2027-02-01
NCT04890587,A Phase I Study of AL8326 in Advanced Solid Tumor,PHASE1,Advanced Solid Tumors,UNKNOWN,40.0,2,1,China,2017-08-17,2023-12
NCT01009593,Efficacy and Tolerability of ABT-869 Versus Sorafenib in Advanced Hepatocellular Carcinoma (HCC),PHASE3,"Hepatocellular Carcinoma Non-resectable, Hepatocellular Carcinoma Recurrent, Carcinoma, Hepatocellular, Liver Diseases, Neoplasms by Histologic Type, Digestive System Neoplasms, Carcinoma, Liver Neoplasms, Neoplasms, Neoplasms by Site, Digestive System Diseases, Adenocarcinoma, Neoplasms, Glandular and Epithelial",TERMINATED,1035.0,163,29,"Argentina, Australia, Austria, Belgium, Canada, Chile, China, Czechia, Denmark, Egypt, France, Germany, Greece, Hong Kong, Italy, Japan, Malaysia, Mexico, Netherlands, New Zealand, Norway, Puerto Rico, Romania, Russia, Singapore, South Korea, Spain, Taiwan, United States",2010-01,2012-07
NCT00060502,A Study of the Safety and Effectiveness of Infliximab (Remicade) in Patients With Pancreatic Cancer Related Cachexia,PHASE2,"Cachexia, Pancreatic Neoplasms",COMPLETED,73.0,0,0,,2003-04,
NCT02440802,Evaluation and Predictive Value of Genetic Polymorphisms in the Management of Hormonal Treatment of Prostate Cancer,,Prostate Cancer,UNKNOWN,250.0,20,1,Belgium,2013-04,2017-09
NCT00005945,Comparison of Different Combination Chemotherapy Regimens in Treating Children With Acute Lymphoblastic Leukemia,PHASE3,Leukemia,COMPLETED,3054.0,130,5,"Australia, Canada, New Zealand, Switzerland, United States",2000-06,2007-11
NCT07117045,Artificial Intelligence-powered Low-Dose Computed Tomography for Screening of Pancreatic Cancer,,"Pancreatic Cancer, Intraductal Papillary Mucinous Neoplasm, High-grade Pancreatic Intraepithelial Neoplasia, PDAC - Pancreatic Ductal Adenocarcinoma, Mucinous Cystic Neoplasm",RECRUITING,400000.0,5,1,China,2025-08-15,2030-12-30
NCT05363072,"A Study to Describe the Kidney Cancer Patient Population Treatment, and Results in the Hospital District of Southwest Finland.",,"Renal Cell Cancer, Renal Cell Carcinoma, Cancer of Kidney, Cancer of the Kidney, Kidney Cancer, Kidney Neoplasms, Renal Cancer",COMPLETED,1112.0,1,1,Finland,2022-05-02,2022-06-08
NCT03557372,Mathematical Model-Adapted Radiation In Glioblastoma,NA,Recurrent Glioblastoma,COMPLETED,14.0,2,1,United States,2018-11-12,2022-11-09
NCT00267072,Ovarian Screening Study,,Ovarian Cancer,COMPLETED,5000.0,1,1,United States,2001-06,2010-05
NCT00109239,A Study of rhuMAb VEGF (Bevacizumab) in Combination With Chemotherapy in Patients With Previously Treated Breast Cancer,PHASE3,Breast Cancer,COMPLETED,,0,0,,2000-11,
NCT02364557,Testing Whether Treating Breast Cancer Metastases With Surgery or High-Dose Radiation Improves Survival,PHASE2,"Anatomic Stage IV Breast Cancer American Joint Committee on Cancer (AJCC) v8, Metastatic Breast Carcinoma, Metastatic Malignant Neoplasm in the Bone, Metastatic Malignant Neoplasm in the Liver, Metastatic Malignant Neoplasm in the Lung, Metastatic Malignant Neoplasm in the Lymph Nodes, Metastatic Malignant Neoplasm in the Spine, Prognostic Stage IV Breast Cancer AJCC v8, Anatomic Stage IV Breast Cancer AJCC v8",COMPLETED,129.0,165,4,"Canada, Saudi Arabia, South Korea, United States",2014-12-24,2021-12-20
NCT02944201,Beta Adrenergic Receptor Blockade as a Novel Therapy for Patients With Adenocarcinoma of the Prostate,PHASE2,Prostate Cancer,UNKNOWN,22.0,1,1,United States,2017-04-01,2020-12-31
NCT01717781,Thunderbeat Technology vs Standard Bipolar Electro Surgery in Laparoscopic Radical Hysterectomy and Pelvic Lymphadenectomy for Cervical Cancer,NA,Cervical Cancer,UNKNOWN,26.0,1,1,Italy,2012-10,2014-10
NCT03483012,Atezolizumab + Stereotactic Radiation in Triple-negative Breast Cancer and Brain Metastasis,PHASE2,Breast Cancer,ACTIVE_NOT_RECRUITING,6.0,1,1,United States,2018-05-01,2019-11-21
NCT02951819,A Study to Evaluate Dara-CyBorD in Previously Untreated and Relapsed Subjects With Multiple Myeloma,PHASE2,Multiple Myeloma,COMPLETED,101.0,26,1,United States,2016-11-09,2018-03-08
NCT06158919,A Study of PD-1 Inhibitors Combined With Fruquintinib and Chemotherapy in First-line Treatment of HER2-negative Advanced G/GEJ Cancer,NA,Gastric Cancer/Adenocarcinoma of Esophagogastric Junction,RECRUITING,58.0,1,1,China,2023-11-20,2024-11-20
NCT04013828,Treatment Decision-making in Patients With Recurrent High-grade Glioma,,"Malignant Glioma, Life Experiences",COMPLETED,29.0,2,1,Denmark,2019-05-06,2020-04-03
NCT00824928,Salvage Cryotherapy in Recurrent Prostate Cancer,,Recurrent Prostate Cancer,TERMINATED,60.0,17,1,United States,2007-01,2012-06
NCT06154967,To Explore the Effect of Immune-induced Stereotactic Body Radiotherapy (SBRT) on Reversing Immunoresistance in Stage IIIc/IV Non-small Cell Lung Cancer (NSCLC),NA,Non-Small Cell Lung Cancer Without Mutation in Epidermal Growth Factor Receptor (Disorder),NOT_YET_RECRUITING,20.0,0,0,,2024-01-01,2025-06-30
NCT06448000,Effect of Long-time Human Sperm Storage in Liquid Nitrogen on Semen Parameters,,"Healthy, Cancer, Infertility, Male, Cryopreservation",COMPLETED,101.0,1,1,France,2010-01,2020-10
NCT06160700,Serial Testing To Assess Cognitive Function In Cancer,,Cancer,TERMINATED,54.0,2,1,United States,2022-04-20,2024-03-12
NCT02947607,Investigation of the Role of the Microbiome in the Pathogenesis of Colorectal Adenoma and Carcinoma,,Colorectal Adenoma and Carcinoma,COMPLETED,799.0,2,2,"Belgium, Netherlands",2016-07,2018-12
NCT05380336,Medico-economic Evaluation Comparing the Impact of the New Fixed-dose Nivolumab Regimen With the Old mg/kg Regimen in the Management of Patients With Metastatic Cancer,,Metastatic Cancer,COMPLETED,40000.0,0,0,,2014-01-01,2021-12-31
NCT02564536,Pacritinib in Combination With Low Dose Decitabine in Intermediate-High Risk Myelofibrosis or Myeloproliferative Neoplasm (MPN)/Myelodysplastic Syndrome (MDS),PHASE1,"Chronic Myelomonocytic Leukemia, Juvenile Myelomonocytic Leukemia, Atypical Chronic Myeloid Leukemia, Myeloproliferative Neoplasm, Myelodysplastic Syndromes, Myelofibrosis",WITHDRAWN,0.0,0,0,,2017-06,2020-06-30
NCT05868707,OH2 Injection in Melanoma,PHASE3,Melanoma,RECRUITING,340.0,30,1,China,2023-03-08,2026-03
NCT00107536,Lapatinib Ditosylate in Treating Patients With Unresectable Liver or Biliary Tract Cancer,PHASE2,"Adult Primary Hepatocellular Carcinoma, Advanced Adult Primary Liver Cancer, Localized Unresectable Adult Primary Liver Cancer, Recurrent Adult Primary Liver Cancer, Recurrent Extrahepatic Bile Duct Cancer, Recurrent Gallbladder Cancer, Unresectable Extrahepatic Bile Duct Cancer, Unresectable Gallbladder Cancer",COMPLETED,26.0,1,1,United States,2005-10,2009-05
NCT06026111,Preliminary Efficacy of Different Exercise Training During Immunotherapy in Patients With Lung Cancer: The ENHANCE Trial,NA,Lung Cancer,RECRUITING,30.0,1,1,United States,2024-02-01,2025-12-31
NCT05053971,"Testing A New Anti-cancer Drug Combination, Entinostat and ZEN003694, for Advanced and Refractory Solid Tumors and Lymphomas",PHASE1,"Advanced Lymphoma, Advanced Malignant Solid Neoplasm, Advanced Pancreatic Carcinoma, B-Cell Non-Hodgkin Lymphoma, Metastatic Pancreatic Carcinoma, Refractory B-Cell Non-Hodgkin Lymphoma, Refractory Lymphoma, Refractory Malignant Solid Neoplasm, Refractory Pancreatic Carcinoma, Refractory T-Cell Non-Hodgkin Lymphoma, Stage II Pancreatic Cancer AJCC v8, Stage III Pancreatic Cancer AJCC v8, Stage IV Pancreatic Cancer AJCC v8, Unresectable Pancreatic Carcinoma",RECRUITING,30.0,3,1,United States,2022-11-16,2026-07-01
NCT01601171,Genetics of Reproductive Disorders (Including Kallmann Syndrome) and Cleft Lip and/or Palate,,"Kallmann Syndrome, Hypogonadotropic Hypogonadism, Hypothalamic Amenorrhea, Polycystic Ovarian Syndrome, Precocious Puberty, Cleft Lip and Palate, Cleft Palate, Cleft Lip",RECRUITING,2000.0,1,1,Switzerland,2012-03,2025-03
NCT03820544,SEMS Placement Before Surgery in Unblocking Bile Duct in Patients With Periampullary Pancreatic Cancer With Severe Obstructive Jaundice,NA,Pancreatic Cancer,TERMINATED,4.0,1,1,United States,2017-09-01,2018-07-24
NCT05469334,DeStress for Health: Partnering With Granville and Vance Counties to Reduce Stress and Cancer Risk (Part 2),NA,Stress Reduction,COMPLETED,14.0,1,1,United States,2022-07-14,2022-08-19
NCT03286634,ASIA Down Syndrome Acute Lymphoblastic Leukemia 2016,PHASE2,"Down Syndrome, Acute Lymphoblastic Leukemia, Childhood Cancer",RECRUITING,60.0,10,6,"Hong Kong, Japan, Malaysia, Singapore, Taiwan, Thailand",2017-04-18,2028-03-31
NCT03423199,"PAlbociclib Plus Tamoxifen for the Treatment of Hormone Receptor-positive, HER2-negative Advanced Breast Cancer Women - Asian studY",PHASE3,Breast Neoplasms,ACTIVE_NOT_RECRUITING,180.0,23,4,"Japan, Singapore, South Korea, Taiwan",2018-02-09,2025-09
NCT02511132,A Two-part Phase IIb Trial of Vigil (Bi-shRNAfurin and GMCSF Augmented Autologous Tumor Cell Immunotherapy) in Ewing's Sarcoma,PHASE2,Ewing's Sarcoma,COMPLETED,22.0,6,1,United States,2016-02-10,2018-11-12
NCT05807932,"Venetoclax in Addition to Sequential Conditioning With Fludarabine / Amsacrine / Ara-C (FLAMSA) + Treosulfan for Allogeneic Blood Stem Cell Transplantation in Patients With MDS, CMML or sAML",PHASE1,"Myelodysplastic Syndromes, Secondary Acute Myeloid Leukemia, Chronic Myelomonocytic Leukemia",RECRUITING,38.0,6,1,Germany,2023-06-26,2026-01-31
NCT01839032,Oral Vinorelbine as Induction Chemotherapy Followed Concomitant Chemoradiotherapy,PHASE2,Lung Cancer,COMPLETED,70.0,1,1,France,2005-05,2008-10
NCT02346032,"Phase II Study of Refametinib, a MEK Inhibitor, as Second-line Treatment in Advanced Biliary Tract Adenocarcinoma",PHASE2,Biliary Tract Cancer,COMPLETED,4.0,0,0,,2015-06-30,2016-09-30
NCT04181463,Nasal Inhalation of Isopropyl Alcohol for the Treatment of Nausea in Patients With Cancer,PHASE2,Malignant Neoplasm,NOT_YET_RECRUITING,112.0,1,1,United States,2025-11-05,2025-12-30
NCT00024063,SU006668 in Treating Patients With Advanced Solid Tumors,PHASE1,"Breast Cancer, Colorectal Cancer, Gastric Cancer, Kidney Cancer, Lung Cancer, Multiple Myeloma and Plasma Cell Neoplasm, Pancreatic Cancer, Prostate Cancer",UNKNOWN,,0,0,,,
NCT06667687,"Study to Evaluate Adverse Events, Change in Disease Activity, and How Intravenously Infused ABBV-291 Moves Through the Body in Adult Participants With Non-Hodgkin's Lymphoma",PHASE1,Non-Hodgkin's Lymphoma,RECRUITING,165.0,14,5,"Australia, Israel, Japan, United Kingdom, United States",2025-01-16,2027-01
NCT00221221,Physical Activity Promotion in Breast Cancer Survivors,PHASE2,Breast Cancer,COMPLETED,300.0,1,1,Canada,2005-07,
NCT02401321,Taking Care of Her Program in Patients With Stage III or IV Ovarian Cancer and Spouse Caregivers,NA,"Caregiver, Stage IIIA Ovarian Cancer, Stage IIIB Ovarian Cancer, Stage IIIC Ovarian Cancer, Stage IV Ovarian Cancer",COMPLETED,14.0,1,1,United States,2015-04-01,2016-06-23
NCT02494921,LEE011 (Ribociclib) in Combination With Docetaxel Plus Prednisone in mCRPC,PHASE1,Prostate Cancer,COMPLETED,43.0,6,1,United States,2015-11-20,2021-07-30
NCT01796821,Efficacy and Safety Profiles of SR-T100 Gel on External Genital Warts/Condyloma Acuminate(EGWs),PHASE2,"Condyloma Acuminata, Genital Warts, Condylomata Acuminata, Venereal Warts",COMPLETED,138.0,3,1,Taiwan,2014-08,2018-09
NCT05126706,Digital Lifestyle Management for Weight Loss Control After Thyroidectomy in Thyroid Cancer Patients,NA,"Weight Change, Body",UNKNOWN,80.0,1,1,South Korea,2021-11-12,2024-08-30
NCT01195506,Study the Novel Functions and Molecular Mechanisms of Vascular Endothelial Growth Factor-C (VEGF-C) in Acute Myeloid Leukemia (AML),,Acute Myeloid Leukemia,UNKNOWN,40.0,1,1,Taiwan,2010-09,
NCT03488706,Assessing Circulating Tumor Cell as a Biomarker for Prostate Cancer Detection in Patients With Gray Zone PSA Level,,Prostate Cancer,UNKNOWN,500.0,1,1,Taiwan,2018-01-17,2018-12-12
NCT02327806,The Effect of Pullsed Magnetic Field Induction on Improving the Forearm Tissue Muscle Performance,NA,Medical Oncology,UNKNOWN,30.0,1,1,Israel,2015-01,2016-01
NCT01423006,Pilot Study on Focal Prostate Radio-Frequency Ablation,NA,Prostate Cancer,COMPLETED,5.0,1,1,United States,2011-08,2013-03
NCT06273345,OLIGOS: Impact of Treatment on Primary Tumour in Patients With Newly Diagnosed Oligometastatic Neoplasia of the Prostate,,Oligometastatic Prostate Carcinoma,RECRUITING,150.0,12,1,Italy,2023-01-23,2026-01
NCT01525953,Complete Clinical Responders to Definite Chemoradiation in Esophageal Cancer : a Survival Analysis,,Esophageal Cancer,COMPLETED,110.0,1,1,France,2012-01,2012-01
NCT05631002,Chemical Shift Encoding-based Water-fat Magnetic Resonance Imaging in Spinal Tumors,,"Spinal Tumor, Bone Tumor",UNKNOWN,150.0,1,1,China,2022-08-01,2023-12-01
NCT06804837,Implement and Test Visual Consent Template and Process,NA,"Cancer, Alzheimer Disease",RECRUITING,515.0,3,1,United States,2025-03-10,2026-06-30
NCT06921837,A First-in-Human Study Using BDC-4182 as a Single Agent in Advanced Gastric and Gastroesophageal Cancer,PHASE1,"Gastric Cancer Adenocarcinoma Metastatic, Gastroesophageal Adenocarcinoma",RECRUITING,122.0,16,3,"Australia, South Korea, Taiwan",2025-05-26,2027-05
NCT00053937,Pirfenidone in Treating Young Patients With Neurofibromatosis Type 1 and Plexiform Neurofibromas,PHASE1,"Neurofibromatosis Type 1, Precancerous Condition",COMPLETED,,15,1,United States,2002-12,
NCT00033137,Genetic Analysis of Birt Hogg-Dube Syndrome and Characterization of Predisposition to Kidney Cancer,,"Kidney Neoplasms, Kidney Cancer, Pneumothorax, FLCN Protein, Human",RECRUITING,950.0,1,1,United States,2002-05-13,
NCT04609137,Early Drain Removal Versus Standard Drain Management After Distal Pancreatectomy (Early-Dist),NA,"Pancreas Disease, Complication,Postoperative, PROMs, Pancreatic Fistula",COMPLETED,150.0,1,1,Italy,2020-10-13,2023-09-30
NCT00456495,Effect of Ranibizumab on Malignant Conjunctival Neoplasia,PHASE1,Conjunctival Neoplasms,COMPLETED,5.0,1,1,United States,2007-03,2010-09
NCT01121939,"Combination of Bevacizumab, Pertuzumab, and Sandostatin for Adv. Neuroendocrine Cancers",PHASE2,Neuroendocrine Carcinoma,COMPLETED,43.0,9,1,United States,2010-05,2015-02
NCT05307939,A Study on Using Cell-Free Tumor DNA (ctDNA) Testing to Decide When to StartRoutine Treatment in People With Human Papilloma Virus (HPV)- Associated Oropharynx Cancer (OPC),PHASE2,"HPV, Oropharynx Cancer, HPV-Related Carcinoma, HPV-Related Malignancy, HPV Positive Oropharyngeal Squamous Cell Carcinoma",RECRUITING,30.0,8,1,United States,2022-03-24,2027-03-24
NCT05496777,Home-based Prehabilitation in Pancreatic Resection,NA,"Preoperative Physical Exercise Training, Aerobic Capacity, Aerobic Fitness, Functional Mobility, Cancer, Weight, Body, Cancer of Pancreas",COMPLETED,45.0,3,2,"Italy, Netherlands",2022-01-01,2023-12-01
NCT02592577,MAGE A10ᶜ⁷⁹⁶T for Advanced NSCLC,PHASE1,"Non-Small Cell Lung Cancer, Carcinoma",COMPLETED,28.0,19,4,"Canada, Spain, United Kingdom, United States",2015-11,2020-03-11
NCT01796977,Using A Dissolved Oxygen Enriched Dressing in Nipple-sparing Mastectomy,NA,"Breast Cancer, Reconstructive Breast Surgery",TERMINATED,27.0,7,1,United States,2012-12,2013-11
NCT01805375,A Phase I Trial of DI-B4 in Patients With Advanced CD19 Positive Indolent B-cell Malignancies,PHASE1,"Indolent B-cell Lymphoma, Chronic Lymphocytic Leukaemia, Waldenström Macroglobulinaemia",COMPLETED,28.0,5,1,United Kingdom,2013-04,2017-12-14
NCT06807775,Time Restricted Feeding Model in Women With Polycystic Ovary Syndrome,NA,Polycystic Ovarian Syndrome (PCOS),NOT_YET_RECRUITING,45.0,0,0,,2025-10-01,2026-03-01
NCT00427557,Cellular Therapy With Cord Blood Cells,PHASE2,"Multiple Myeloma, Leukemia, Lymphoma",COMPLETED,31.0,1,1,United States,2006-10,2010-11
NCT01341457,A Study of LY2603618 in Combination With Gemcitabine in Participants With Solid Tumors,PHASE1,Solid Tumors,COMPLETED,17.0,1,1,Japan,2011-05,2013-06
NCT00030901,"S9917, Selenium in Preventing Cancer in Patients With Neoplasia of the Prostate",PHASE3,"Precancerous/Nonmalignant Condition, Prostate Cancer",COMPLETED,619.0,0,0,,2000-02,2011-11
NCT04405401,Stereotactic Ablative Radiotherapy for Oligo-Progressive Non Small Cell Lung Cancer,PHASE2,Lung Cancer Metastatic,RECRUITING,68.0,1,1,Canada,2021-01-05,2025-07-01
NCT02147301,TACE Using Doxorubicin-eluting Beads for Patients With HCC and Marginal Hepatic Reserve,NA,"Hepatocellular Carcinoma, Chemoembolization",TERMINATED,17.0,1,1,United States,2014-12-17,2017-01-27
NCT05647512,Study of LM-305 in Patients With Relapsed or Refractory Multiple Myeloma (RRMM) and Other Plasma Cell Diseases,PHASE1,"Relapsed or Refractory Multiple Myeloma, Other Plasma Cell Diseases",WITHDRAWN,0.0,0,0,,2023-01-18,2024-12-01
NCT00521781,Study of Abraxane Plus Hormonal Therapy as Initial Treatment of Unresectable or Metastatic Prostate Cancer,PHASE2,Prostatic Neoplasms,TERMINATED,14.0,1,1,United States,2007-08,2008-09
NCT04948619,Immune Function and Response to Vaccination After Cancer Therapy in Pediatric Patients,PHASE2,Pediatric Cancer,RECRUITING,64.0,1,1,United States,2022-08-08,2030-10
NCT02665819,Long Term Support for Pediatric Cancer Adult Survivors in Rhône-Alpes : Evaluation of Women Fertility.,,Pediatric Cancer,COMPLETED,101.0,4,1,France,2015-10-23,2016-11-29
NCT06771219,SLV-154 Treatment of Metastatic Solid Tumors,PHASE1,"Squamous Cell Cancer of Head and Neck (SCCHN), NSCLC, SCLC, Cervical Cancer Metastatic, Breast Cancer Metastatic, Endometrial Cancer, Ovarian Cancer, Urothelial Cancer, Sarcoma, Thyroid Cancer",RECRUITING,70.0,7,1,United States,2025-05-14,2027-01
NCT05110430,Automated Detection of Metastatic Bone Disease on Bone Scintigraphy Scans,,Metastatic Bone Tumor,COMPLETED,2365.0,1,1,Netherlands,2021-03-10,2021-12-30
NCT05483530,"A Study to Investigate the Safety, Tolerability and Efficacy of HLX60 Combination With HLX10 in Subjects With Advanced or Metastatic Solid Tumors",PHASE1,Advanced or Metastatic Solid Tumors,UNKNOWN,20.0,1,1,Australia,2022-12-14,2024-12
NCT02657928,"Ribociclib and Letrozole in Treating Patients With Relapsed ER Positive Ovarian, Fallopian Tube, Primary Peritoneal, or Endometrial Cancer",PHASE2,"Estrogen Receptor Positive, Postmenopausal, Recurrent Fallopian Tube Carcinoma, Recurrent Ovarian Carcinoma, Recurrent Primary Peritoneal Carcinoma, Recurrent Uterine Corpus Carcinoma",COMPLETED,40.0,3,1,United States,2016-07-08,2018-05-21
NCT00516828,Sorafenib and Low Dose Cytarabine in Older Patients With Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndrome,PHASE1,"Leukemia, Myelodysplastic Syndromes",COMPLETED,21.0,4,1,Canada,2007-11-27,2010-03-18
NCT00193128,Preoperative Therapy With Oxaliplatin/Docetaxel/Capecitabine and Radiation in Resectable Esophagus Cancer,PHASE1,Esophagus Cancer,COMPLETED,59.0,7,1,United States,2004-04,2008-02
NCT01475565,Insulin Resistance Before and During Pregnancy in Women With Polycystic Ovary Syndrome,,"Polycystic Ovary Syndrome, Insulin Resistance, Insulin Sensitivity, Obesity, Pregnancy",TERMINATED,2.0,1,1,United States,2013-05,2014-08
NCT04603365,Pamiparib and Temozolomide for the Treatment of Hereditary Leiomyomatosis and Renal Cell Cancer,PHASE2,"Clear Cell Papillary Renal Neoplasm, Collecting Duct Carcinoma, Hereditary Leiomyomatosis and Renal Cell Carcinoma, Hereditary Papillary Renal Cell Carcinoma, Metastatic Renal Cell Carcinoma, Metastatic Unclassified Renal Cell Carcinoma, Papillary Renal Cell Carcinoma, Stage III Renal Cell Cancer American Joint Committee on Cancer (AJCC) v8, Stage IV Renal Cell Cancer AJCC v8, Tubulocystic Renal Cell Carcinoma, Unresectable Renal Cell Carcinoma",WITHDRAWN,0.0,0,0,,2021-10-18,2023-05-07
NCT00572000,"Safety Study of GlaxoSmithKline (GSK) Biologicals' Human Papillomavirus (HPV) Vaccine in Healthy Vietnamese Women According to a 0, 1, 6 Month Schedule",NA,Human Papillomavirus (HPV) Vaccine,UNKNOWN,222.0,1,1,Vietnam,2007-11,
NCT03298100,Risk Scoring Model for Endometrial Cancer,,Oncology,UNKNOWN,100.0,1,1,Egypt,2017-09-26,2019-02-28
NCT03540407,Evaluation of Oncoxin-Viusid® in Cervical Cancer and Endometrial Adenocarcinoma.,PHASE2,"Cervical Carcinoma Stage II, Cervical Carcinoma Stage III, Cervical Carcinoma Stage IV, Endometrial Adenocarcinoma Stage II, Endometrial Adenocarcinoma Stage III, Endometrial Adenocarcinoma Stage IV",COMPLETED,66.0,1,1,Cuba,2015-01-07,2019-02-01
NCT02950207,Prospective Observational Study of Antitumor Activity Correlation Between Hormonal Therapy and Expression miRNA100,,Breast Cancer,UNKNOWN,180.0,1,1,Italy,2014-01,2019-01
NCT01384292,Assessment of Efficacy and Safety in Relieving Opioid-induced Constipation in Patients With Cancer-related Pain,PHASE3,Opioid-Induced Constipation,TERMINATED,14.0,140,14,"Australia, Belgium, Bulgaria, Croatia, Czechia, Germany, Poland, Puerto Rico, Romania, Slovakia, South Africa, Spain, United Kingdom, United States",2011-06,2012-09
NCT00011492,Patient Evaluation for Head and Neck Surgery Branch Studies,,"Head and Neck Neoplasms, Pharyngeal Cancer, Oral Cancer, Carcinoma, Squamous Cell, Laryngeal Cancer",TERMINATED,62.0,1,1,United States,2001-03-12,2020-11-23
NCT01224392,Simultaneous Integrated Boost Preoperative Radiotherapy for Rectum Cancer,PHASE3,Rectal Cancer,COMPLETED,156.0,2,1,Belgium,2010-01,2020-11-30
NCT05351892,"A Study to Learn More About How Much of the Study Treatment Elinzanetant (or BAY3427080) Gets Absorbed, How Safe it is and How it Affects the Body in Healthy Female and Male Participants",PHASE1,"Vasomotor Symptoms as a Sex Hormone-dependent Disorder in Women and Men, Hot Flashes, Healthy Volunteers",COMPLETED,18.0,1,1,United States,2022-05-04,2022-06-09
NCT03161392,Correlation of Solitary Dilated Duct at Mammography With Ultrasonography and Anatomopathological Findings,,"Mammary Duct Ectasia of Unspecified Breast, Mammographic Findings, Female",COMPLETED,135.0,0,0,,2016-03-16,2017-03-13
NCT00016211,Radiation Therapy to Prevent Brain Metastases in Patients With Previously Treated Extensive-Stage Small Cell Lung Cancer,PHASE3,Lung Cancer,COMPLETED,287.0,49,12,"Belgium, Cyprus, Egypt, France, Germany, Hungary, Israel, Italy, Netherlands, Poland, Turkey (Türkiye), United Kingdom",2001-02,2006-03
NCT02109744,Study of Decitabine in Combination With Sequential Rapamycin or Ribavirin in High Risk AML Patients,PHASE1,Acute Myelogenous Leukemia,COMPLETED,27.0,1,1,United States,2014-03,2022-01-01
NCT03971344,Impact of Serious Pediatric Illness on Parent and Sibling Health,,"Family Members of: Newborns Extremely Premature, Family Members of: New Pediatric Oncology Patients, Family Members of: Critical Congenital Heart Defect Patients, Family Members of: Children Severe Neurological Impairment",COMPLETED,161000.0,1,1,United States,2020-01-30,2020-07-31
NCT00056134,Vaccine Therapy in Treating Patients With Stage III or Stage IV Melanoma,PHASE1,Melanoma (Skin),COMPLETED,23.0,1,1,Germany,2002-10,2011-10
NCT05796609,Design and Evaluation of an In-Vehicle Real-Time Drunk Driving Detection System,NA,"Drunk Driving, Alcohol Drinking, Impaired Driving",COMPLETED,55.0,1,1,Switzerland,2023-04-05,2023-08-01
NCT02584699,Study of Stereotactic Ablative Radiotherapy (SABR) in Elderly Stage I NSCLC,PHASE2,Non-Small Cell Lung Cancer,UNKNOWN,40.0,1,1,China,2015-07,2018-07
NCT04379999,Atorvastatin ± Aspirin in Lynch Syndrome Syndrome,EARLY_PHASE1,Lynch Syndrome,COMPLETED,43.0,1,1,United States,2018-09-10,2025-08-04
NCT02730663,A Study to Evaluate the Effectiveness and Safety of EUS-guided Transluminal Drainage With 'Niti-S SPAXUS Stent',NA,Pancreatic Pseudocyst,COMPLETED,36.0,6,1,South Korea,2016-03-21,2017-06-14
NCT00168987,Influence of an Oral Nutritional Supplement Rich in Omega-3 Fatty Acids on Functional State and Quality of Life in Malnourished Patients With Gastroenterological Tumors,PHASE4,"Colorectal Neoplasms, Hepatocellular Carcinoma, Cholangiocarcinoma",COMPLETED,30.0,1,1,Germany,2005-01,2006-11
NCT06769893,"A Study Evaluating the Value of 68Ga-NOTA-RCCB6 PET Imaging for Targeting CD70 in the Clinical Staging, Therapeutic Evaluation, and Restaging of Renal Cell Carcinoma, and Comparing It with 68Ga-PSMA PET/CT Imaging",NA,"RCC, Renal Cell Cancer",RECRUITING,60.0,1,1,China,2024-06-12,2025-04-01
NCT03613493,Acceptability of Human Papillomavirus (HPV) Self-sampling Tools for Cervical Cancer Prevention,NA,Cervical Cancer,TERMINATED,175.0,1,1,United States,2018-07-10,2018-10-01
NCT01221493,EBUS Guided Cryo Biopsy of Solitary Pulmonary Nodules,NA,"Yield of Cryo Biopsy in Lung Cancer, Solitary Pulmonary Nodule",UNKNOWN,30.0,1,1,Germany,2010-04,2010-12
NCT05302921,Neoadjuvant Dual Checkpoint Inhibition and Cryoablation in Relapsed/Refractory Pediatric Solid Tumors,PHASE2,"Osteosarcoma, Ewing Sarcoma, Rhabdomyosarcoma, Relapsed Pediatric Solid Tumor, Refractory Pediatric Solid Tumor, Melanoma, Hepatoblastoma, Hepatocellular Carcinoma, Neuroblastoma, Wilms Tumor",COMPLETED,5.0,1,1,United States,2022-02-18,2024-03-12
NCT02736721,Expanded Access Study With Peginterferon Alfa-2a (Pegasys) in Participants With Chronic Myelogenous Leukemia (CML),PHASE3,"Myelogenous Leukemia, Chronic",COMPLETED,41.0,5,1,Germany,2003-09,2010-11
